,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra.address,sponsor_role.extra.contact_form,sponsor_role.extra.fax,sponsor_role.extra.office,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.senator_rank_label,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
25,resolution,senate_joint_resolution,S.J.Res.,114,referred,2015-03-18,"This resolution was assigned to a congressional committee on March 18, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S.J.Res. 10,,337827,2015-03-18,True,True,https://www.govtrack.us/congress/bills/114/sjres10,False,"[[datetime.datetime(2015, 3, 18, 0, 0), 2, Read twice and referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2015-03-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Homeland Security and Governmental Affairs.</text>
    </action>
  ]]",resolution,10,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:sjres10:,S.J.Res. 10: A joint resolution disapproving the action of the District of Columbia Council in approving the Reproductive Health Non-Discrimination Amendment Act of 2014.,A joint resolution disapproving the action of the District of Columbia Council in approving the Reproductive Health Non-Discrimination Amendment Act of 2014.,"[[official, introduced, A joint resolution disapproving the action of the District of Columbia Council in approving the Reproductive Health Non-Discrimination Amendment Act of 2014.]]",A joint resolution disapproving the action of the District of Columbia Council in approving the Reproductive Health Non-Discrimination Amendment Act of 2014.
26,bill,senate_bill,S.,114,referred,2015-01-28,"This bill was assigned to a congressional committee on January 28, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 273,,336288,2015-01-28,True,True,https://www.govtrack.us/congress/bills/114/s273,False,"[[datetime.datetime(2015, 1, 28, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-01-28"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
    ]]",bill,273,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s273:,"S. 273: A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.","A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.","[[official, introduced, A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.]]","A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service."
27,resolution,senate_resolution,S.Res.,114,referred,2015-07-21,"This resolution was assigned to a congressional committee on July 21, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S.Res. 226,,340976,2015-07-21,True,True,https://www.govtrack.us/congress/bills/114/sres226,False,"[[datetime.datetime(2015, 7, 21, 0, 0), 2, Referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2015-07-21"" state=""REFERRED"">
      <text>Referred to the Committee on Homeland Security and Governmental Affairs.</text>
      <reference ref=""CR S5214"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,226,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:sres226:,"S.Res. 226: A resolution expressing the sense of the Senate that the street between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, shoul","A resolution expressing the sense of the Senate that the street between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, should be designated as “Oswaldo Paya Way”.","[[official, introduced, A resolution expressing the sense of the Senate that the street between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, should be designated as ""Oswaldo Paya Way"".]]","A resolution expressing the sense of the Senate that the street between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, shoul"
28,resolution,senate_resolution,S.Res.,114,referred,2015-07-30,"This resolution was assigned to a congressional committee on July 30, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S.Res. 238,,341439,2015-07-30,True,True,https://www.govtrack.us/congress/bills/114/sres238,False,"[[datetime.datetime(2015, 7, 30, 0, 0), 2, Referred to the Committee on Foreign Relations., <action datetime=""2015-07-30"" state=""REFERRED"">
      <text>Referred to the Committee on Foreign Relations.</text>
      <reference ref=""CR S6193"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,238,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:sres238:,"S.Res. 238: A resolution expressing the determination of the Senate that the 60-calendar day period for congressional review of the nuclear agreement with Iran did not begin with the transmittal of the agreement on July 19, 2015, because that transmittal ","A resolution expressing the determination of the Senate that the 60-calendar day period for congressional review of the nuclear agreement with Iran did not begin with the transmittal of the agreement on July 19, 2015, because that transmittal did not include all materials required to be transmitted pursuant to the Iran Nuclear Agreement Review Act of 2015.","[[official, introduced, A resolution expressing the determination of the Senate that the 60-calendar day period for congressional review of the nuclear agreement with Iran did not begin with the transmittal of the agreement on July 19, 2015, because that transmittal did not include all materials required to be transmitted pursuant to the Iran Nuclear Agreement Review Act of 2015.]]","A resolution expressing the determination of the Senate that the 60-calendar day period for congressional review of the nuclear agreement with Iran did not begin with the transmittal of the agreement on July 19, 2015, because that transmittal "
29,bill,senate_bill,S.,114,referred,2015-04-23,"This bill was assigned to a congressional committee on April 23, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 1080,,338823,2015-04-23,True,True,https://www.govtrack.us/congress/bills/114/s1080,False,"[[datetime.datetime(2015, 4, 23, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-04-23"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,1080,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s1080:,S. 1080: Protect Marriage from the Courts Act of 2015,Protect Marriage from the Courts Act of 2015,"[[short, introduced, Protect Marriage from the Courts Act of 2015], [official, introduced, A bill to amend title 28, United States Code, to limit the jurisdiction of Federal courts to consider cases involving same-sex marriage.]]",Protect Marriage from the Courts Act of 2015
30,bill,senate_bill,S.,113,reported,2014-02-24,"This bill was introduced on February 24, 2014, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 2024,,331831,2014-02-12,False,False,https://www.govtrack.us/congress/bills/113/s2024,False,"[[datetime.datetime(2014, 2, 24, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 308., <calendar datetime=""2014-02-24"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""308"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 308.</text>
    </calendar>
  ]]",bill,2024,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2024:,S. 2024 (113th): State Marriage Defense Act of 2014,State Marriage Defense Act of 2014,"[[short, introduced, State Marriage Defense Act of 2014], [official, introduced, A bill to amend chapter 1 of title 1, United States Code, with regard to the definition of ""marriage"" and ""spouse"" for Federal purposes and to ensure respect for State regulation of marriage.]]",State Marriage Defense Act of 2014
31,bill,senate_bill,S.,113,referred,2014-02-27,"This bill was introduced on February 27, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2073,,331938,2014-02-27,False,False,https://www.govtrack.us/congress/bills/113/s2073,False,"[[datetime.datetime(2014, 2, 27, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2014-02-27"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2073,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2073:,"S. 2073 (113th): A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.","A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.","[[official, introduced, A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.]]","A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service."
32,bill,senate_bill,S.,113,referred,2014-02-27,"This bill was introduced on February 27, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2072,,331946,2014-02-27,False,False,https://www.govtrack.us/congress/bills/113/s2072,False,"[[datetime.datetime(2014, 2, 27, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2014-02-27"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,2072,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2072:,S. 2072 (113th): A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.,A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.,"[[official, introduced, A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.]]",A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.
33,bill,senate_bill,S.,113,reported,2014-03-03,"This bill was introduced on March 3, 2014, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 2067,,331951,2014-02-27,False,False,https://www.govtrack.us/congress/bills/113/s2067,False,"[[datetime.datetime(2014, 3, 3, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 312., <calendar datetime=""2014-03-03"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""312"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 312.</text>
    </calendar>
  ]]",bill,2067,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2067:,S. 2067 (113th): A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.,A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.,"[[official, introduced, A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.]]",A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.
34,bill,senate_bill,S.,113,reported,2014-03-03,"This bill was introduced on March 3, 2014, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 2066,,331973,2014-02-27,False,False,https://www.govtrack.us/congress/bills/113/s2066,False,"[[datetime.datetime(2014, 3, 3, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 311., <calendar datetime=""2014-03-03"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""311"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 311.</text>
    </calendar>
  ]]",bill,2066,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2066:,"S. 2066 (113th): A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.","A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.","[[official, introduced, A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service.]]","A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service."
35,bill,senate_bill,S.,113,referred,2014-03-27,"This bill was introduced on March 27, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2170,,332370,2014-03-27,False,False,https://www.govtrack.us/congress/bills/113/s2170,False,"[[datetime.datetime(2014, 3, 27, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2014-03-27"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
    </action>
  ]]",bill,2170,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2170:,S. 2170 (113th): American Energy Renaissance Act of 2014,American Energy Renaissance Act of 2014,"[[short, introduced, American Energy Renaissance Act of 2014], [official, introduced, A bill to free the private sector to harness domestic energy resources to create jobs and generate economic growth by removing statutory and administrative barriers.]]",American Energy Renaissance Act of 2014
36,bill,senate_bill,S.,113,enacted_signed,2014-04-18,"This bill was enacted after being signed by the President on April 18, 2014.",Enacted — Signed by the President,S. 2195,,332431,2014-04-01,False,False,https://www.govtrack.us/congress/bills/113/s2195,False,"[[datetime.datetime(2014, 4, 1, 0, 0), 2, Read the second time and referred to the Committee on the Judiciary., <action datetime=""2014-04-01"" state=""REFERRED"">
      <text>Read the second time and referred to the Committee on the Judiciary.</text>
    </action>
    ], [datetime.datetime(2014, 4, 7, 0, 0), 5, Passed Senate with an amendment and an amendment to the Title by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2014-04-07"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate with an amendment and an amendment to the Title by Unanimous Consent.</text>
      <reference ref=""CR S2180-2181"" label=""text""/>
    </vote>
    ], [datetime.datetime(2014, 4, 10, 12, 7), 9, On passage Passed without objection., <vote how=""without objection"" type=""vote2"" datetime=""2014-04-10T12:07:00-04:00"" where=""h"" result=""pass"" state=""PASSED:BILL"">
      <text>On passage Passed without objection.</text>
      <reference ref=""CR H3184"" label=""text""/>
    </vote>
    ], [datetime.datetime(2014, 4, 18, 0, 0), 28, Signed by President., <signed datetime=""2014-04-18"" state=""ENACTED:SIGNED"">
      <text>Signed by President.</text>
    </signed>
    ]]",bill,2195,,100.0,PUB,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2195:,S. 2195 (113th): A bill to deny admission to the United States to any representative to the United Nations who has been found to have been engaged in espionage activities or a terrorist activity against the United States and poses a threat to United State,A bill to deny admission to the United States to any representative to the United Nations who has been found to have been engaged in espionage activities or a terrorist activity against the United States and poses a threat to United States national security interests.,"[[official, introduced, A bill to deny admission to the United States to any representative to the United Nations who has engaged in espionage activities against the United States, poses a threat to United States national security interests, or has engaged in a terrorist activity against the United States.], [official, amended by senate, A bill to deny admission to the United States to any representative to the United Nations who has been found to have been engaged in espionage activities or a terrorist activity against the United States and poses a threat to United States national security interests.]]",A bill to deny admission to the United States to any representative to the United Nations who has been found to have been engaged in espionage activities or a terrorist activity against the United States and poses a threat to United State
37,bill,senate_bill,S.,114,referred,2015-01-22,"This bill was assigned to a congressional committee on January 22, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 249,,336175,2015-01-22,True,True,https://www.govtrack.us/congress/bills/114/s249,False,"[[datetime.datetime(2015, 1, 22, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2015-01-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,249,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s249:,S. 249: Operation United Assistance Tax Exclusion Act of 2015,Operation United Assistance Tax Exclusion Act of 2015,"[[short, introduced, Operation United Assistance Tax Exclusion Act of 2015], [official, introduced, A bill to provide that members of the Armed Forces performing hazardous humanitarian services in West Africa to combat the spread of the 2014 Ebola virus outbreak shall be entitled to tax benefits in the same manner as if such services were performed in a combat zone.]]",Operation United Assistance Tax Exclusion Act of 2015
38,bill,senate_bill,S.,114,referred,2015-06-17,"This bill was assigned to a congressional committee on June 17, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 1593,,340370,2015-06-17,True,True,https://www.govtrack.us/congress/bills/114/s1593,False,"[[datetime.datetime(2015, 6, 17, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-06-17"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,1593,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s1593:,S. 1593: Immigration Slush Fund Elimination Act of 2015,Immigration Slush Fund Elimination Act of 2015,"[[short, introduced, Immigration Slush Fund Elimination Act of 2015], [official, introduced, A bill to eliminate the offsetting accounts that are currently available for use by U.S. Citizenship and Immigration Services.]]",Immigration Slush Fund Elimination Act of 2015
39,bill,senate_bill,S.,114,referred,2015-02-10,"This bill was assigned to a congressional committee on February 10, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 435,,336781,2015-02-10,True,True,https://www.govtrack.us/congress/bills/114/s435,False,"[[datetime.datetime(2015, 2, 10, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-02-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,435,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s435:,S. 435: State Marriage Defense Act of 2015,State Marriage Defense Act of 2015,"[[short, introduced, State Marriage Defense Act of 2015], [official, introduced, A bill to amend chapter 1 of title 1, United States Code, with regard to the definition of ""marriage"" and ""spouse"" for Federal purposes and to ensure respect for State regulation of marriage.]]",State Marriage Defense Act of 2015
