,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.extra.address,sponsor_role.extra.contact_form,sponsor_role.extra.fax,sponsor_role.extra.office,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
28,resolution,house_concurrent_resolution,H.Con.Res.,106,referred,1999-06-16,"This resolution was introduced on June 16, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.Con.Res. 135,,14571,1999-06-16,False,False,https://www.govtrack.us/congress/bills/106/hconres135,False,"[[datetime.datetime(1999, 6, 16, 0, 0), 2, Referred to the Committee on Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1999-06-16"" state=""REFERRED"">
      <text>Referred to the Committee on Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",resolution,135,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hconres135:,H.Con.Res. 135 (106th): Expressing the sense of Congress with regard to preserving and expanding Medicare.,Expressing the sense of Congress with regard to preserving and expanding Medicare.,"[[official, introduced, Expressing the sense of Congress with regard to preserving and expanding Medicare.]]",Expressing the sense of Congress with regard to preserving and expanding Medicare.
29,bill,house_bill,H.R.,106,referred,1999-06-24,"This bill was introduced on June 24, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2360,,14752,1999-06-24,False,False,https://www.govtrack.us/congress/bills/106/hr2360,False,"[[datetime.datetime(1999, 6, 24, 0, 0), 2, Referred to the House Committee on Government Reform., <action datetime=""1999-06-24"" state=""REFERRED"">
      <text>Referred to the House Committee on Government Reform.</text>
    </action>
    ]]",bill,2360,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr2360:,"H.R. 2360 (106th): To provide that benefits under chapter 89 of title 5, United States Code, may be afforded for covered services provided by a licensed or certified chiropractor, acupuncturist, massage therapist, naturopathic physician, or midwife, witho","To provide that benefits under chapter 89 of title 5, United States Code, may be afforded for covered services provided by a licensed or certified chiropractor, acupuncturist, massage therapist, naturopathic physician, or midwife, without supervision or referral by another health practitioner.","[[official, introduced, To provide that benefits under chapter 89 of title 5, United States Code, may be afforded for covered services provided by a licensed or certified chiropractor, acupuncturist, massage therapist, naturopathic physician, or midwife, without supervision or referral by another health practitioner.]]","To provide that benefits under chapter 89 of title 5, United States Code, may be afforded for covered services provided by a licensed or certified chiropractor, acupuncturist, massage therapist, naturopathic physician, or midwife, witho"
30,bill,senate_bill,S.,111,referred,2010-12-22,"This bill was introduced on December 22, 2010, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 4057,,13208,2010-12-22,False,False,https://www.govtrack.us/congress/bills/111/s4057,False,"[[datetime.datetime(2010, 12, 22, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2010-12-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,4057,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s4057:,S. 4057 (111th): State Leadership in Health Care Act,State Leadership in Health Care Act,"[[short, introduced, State Leadership in Health Care Act], [official, introduced, A bill to provide for an earlier start for State health care coverage innovation waivers under the Patient Protection and Affordable Care Act, and for other purposes.]]",State Leadership in Health Care Act
31,bill,senate_bill,S.,111,referred,2009-04-02,"This bill was introduced on April 2, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 822,,13455,2009-04-02,False,False,https://www.govtrack.us/congress/bills/111/s822,False,"[[datetime.datetime(2009, 4, 2, 0, 0), 2, Read twice and referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2009-04-02"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Homeland Security and Governmental Affairs.</text>
    </action>
  ]]",bill,822,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s822:,S. 822 (111th): Volunteer Firefighter and EMS Support Act of 2009,Volunteer Firefighter and EMS Support Act of 2009,"[[short, introduced, Volunteer Firefighter and EMS Support Act of 2009], [official, introduced, A bill to support the recruitment and retention of volunteer firefighters and emergency medical services personnel, and for other purposes.]]",Volunteer Firefighter and EMS Support Act of 2009
32,bill,senate_bill,S.,111,referred,2009-11-05,"This bill was introduced on November 5, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2746,,13635,2009-11-05,False,False,https://www.govtrack.us/congress/bills/111/s2746,False,"[[datetime.datetime(2009, 11, 5, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2009-11-05"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
    ]]",bill,2746,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s2746:,"S. 2746 (111th): Too Big to Fail, Too Big to Exist Act","Too Big to Fail, Too Big to Exist Act","[[short, introduced, Too Big to Fail, Too Big to Exist Act], [official, introduced, A bill to address the concept of ""Too Big To Fail"" with respect to certain financial entities.]]","Too Big to Fail, Too Big to Exist Act"
33,bill,house_bill,H.R.,106,referred,1999-09-09,"This bill was introduced on September 9, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2835,,13779,1999-09-09,False,False,https://www.govtrack.us/congress/bills/106/hr2835,False,"[[datetime.datetime(1999, 9, 9, 0, 0), 2, Referred to the House Committee on Commerce., <action datetime=""1999-09-09"" state=""REFERRED"">
      <text>Referred to the House Committee on Commerce.</text>
    </action>
    ]]",bill,2835,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr2835:,H.R. 2835 (106th): To require an assessment of research on effects of radio frequency emissions on human health.,To require an assessment of research on effects of radio frequency emissions on human health.,"[[official, introduced, To require an assessment of research on effects of radio frequency emissions on human health.]]",To require an assessment of research on effects of radio frequency emissions on human health.
34,bill,house_bill,H.R.,106,referred,1999-03-24,"This bill was introduced on March 24, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1277,,19290,1999-03-24,False,False,https://www.govtrack.us/congress/bills/106/hr1277,False,"[[datetime.datetime(1999, 3, 24, 0, 0), 2, Referred to the House Committee on Education and the Workforce., <action datetime=""1999-03-24"" state=""REFERRED"">
      <text>Referred to the House Committee on Education and the Workforce.</text>
    </action>
    ]]",bill,1277,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr1277:,H.R. 1277 (106th): Workplace Democracy Act of 1999,Workplace Democracy Act of 1999,"[[short, introduced, Workplace Democracy Act of 1999], [official, introduced, To amend the National Labor Relations Act, to establish the National Public Employment Relations Commission, and to amend title I of the Employment Retirement Income Security Act of 1974 to provide for joint trusteeship of single-employer pension plans.]]",Workplace Democracy Act of 1999
35,bill,senate_bill,S.,111,referred,2009-03-03,"This bill was introduced on March 3, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 513,,12037,2009-03-03,False,False,https://www.govtrack.us/congress/bills/111/s513,False,"[[datetime.datetime(2009, 3, 3, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2009-03-03"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,513,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s513:,S. 513 (111th): Federal Reserve Transparency Act,Federal Reserve Transparency Act,"[[short, introduced, Federal Reserve Transparency Act], [official, introduced, A bill to require the Board of Governors of the Federal Reserve System to publish information on financial assistance provided to various entities, and for other purposes.]]",Federal Reserve Transparency Act
36,bill,senate_bill,S.,111,referred,2010-07-19,"This bill was introduced on July 19, 2010, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3612,,12073,2010-07-19,False,False,https://www.govtrack.us/congress/bills/111/s3612,False,"[[datetime.datetime(2010, 7, 19, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2010-07-19"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
    </action>
    ]]",bill,3612,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s3612:,S. 3612 (111th): Marsh-Billings-Rockefeller National Historical Park Establishment Amendments Act of 2010,Marsh-Billings-Rockefeller National Historical Park Establishment Amendments Act of 2010,"[[short, introduced, Marsh-Billings-Rockefeller National Historical Park Establishment Amendments Act of 2010], [official, introduced, A bill to amend the Marsh-Billings-Rockefeller National Historical Park Establishment Act to expand the boundary of the Marsh-Billings-Rockefeller National Historical Park in the State of Vermont, and for other purposes.]]",Marsh-Billings-Rockefeller National Historical Park Establishment Amendments Act of 2010
37,bill,senate_bill,S.,111,referred,2009-02-09,"This bill was introduced on February 9, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 400,,12131,2009-02-09,False,False,https://www.govtrack.us/congress/bills/111/s400,False,"[[datetime.datetime(2009, 2, 9, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2009-02-09"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,400,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s400:,S. 400 (111th): Financial Crisis Investigation Act of 2009,Financial Crisis Investigation Act of 2009,"[[short, introduced, Financial Crisis Investigation Act of 2009], [official, introduced, A bill to expand the authority and responsibilities of the Oversight Panel of the Troubled Asset Relief Program, and for other purposes.]]",Financial Crisis Investigation Act of 2009
38,bill,senate_bill,S.,111,referred,2010-05-27,"This bill was introduced on May 27, 2010, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3433,,12244,2010-05-27,False,False,https://www.govtrack.us/congress/bills/111/s3433,False,"[[datetime.datetime(2010, 5, 27, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2010-05-27"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
    </action>
  ]]",bill,3433,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s3433:,S. 3433 (111th): Clean Coasts and Efficient Cars Act of 2010,Clean Coasts and Efficient Cars Act of 2010,"[[short, introduced, Clean Coasts and Efficient Cars Act of 2010], [official, introduced, A bill to prohibit the leasing of the Pacific, Atlantic, Eastern Gulf of Mexico, and Central Gulf of Mexico Regions of the outer Continental Shelf and to increase fuel economy standards.]]",Clean Coasts and Efficient Cars Act of 2010
39,bill,senate_bill,S.,111,referred,2009-04-02,"This bill was introduced on April 2, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 821,,12462,2009-04-02,False,False,https://www.govtrack.us/congress/bills/111/s821,False,"[[datetime.datetime(2009, 4, 2, 0, 0), 2, Read the second time and referred to the Committee on Veterans' Affairs., <action datetime=""2009-04-02"" state=""REFERRED"">
      <text>Read the second time and referred to the Committee on Veterans' Affairs.</text>
    </action>
  ]]",bill,821,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s821:,"S. 821 (111th): A bill to amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from collecting certain copayments from veterans who are catastrophically disabled, and for other purposes.","A bill to amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from collecting certain copayments from veterans who are catastrophically disabled, and for other purposes.","[[official, introduced, A bill to amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from collecting certain copayments from veterans who are catastrophically disabled, and for other purposes.]]","A bill to amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from collecting certain copayments from veterans who are catastrophically disabled, and for other purposes."
40,bill,senate_bill,S.,111,reported,2010-05-20,"This bill was introduced on May 20, 2010, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 3362,,12471,2010-05-13,False,False,https://www.govtrack.us/congress/bills/111/s3362,False,"[[datetime.datetime(2010, 5, 13, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2010-05-13"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
    </action>
    ], [datetime.datetime(2010, 5, 20, 0, 0), 3, Committee on Environment and Public Works. Ordered to be reported with amendments favorably., <calendar datetime=""2010-05-20"" state=""REPORTED"">
      <text>Committee on Environment and Public Works. Ordered to be reported with amendments favorably.</text>
    </calendar>
    ]]",bill,3362,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s3362:,S. 3362 (111th): Sustainable Schools Pollution Reduction Act of 2010,Sustainable Schools Pollution Reduction Act of 2010,"[[short, introduced, Sustainable Schools Pollution Reduction Act of 2010], [short, reported to senate, Sustainable Schools Pollution Reduction Act of 2010], [official, introduced, A bill to amend the Clean Air Act to direct the Administrator of the Environmental Protection Agency to provide competitive grants to publicly funded schools to implement effective technologies to reduce air pollutants (as defined in section 302 of the Clean Air Act), including greenhouse gas emissions, in accordance with that Act.]]",Sustainable Schools Pollution Reduction Act of 2010
41,bill,senate_bill,S.,111,referred,2009-04-24,"This bill was introduced on April 24, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 898,,12873,2009-04-24,False,False,https://www.govtrack.us/congress/bills/111/s898,False,"[[datetime.datetime(2009, 4, 24, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2009-04-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,898,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s898:,S. 898 (111th): States’ Right To Innovate in Health Care Act of 2009,States’ Right To Innovate in Health Care Act of 2009,"[[short, introduced, States' Right To Innovate in Health Care Act of 2009], [official, introduced, A bill to amend the Social Security Act to provide grants and flexibility through demonstration projects for States to provide universal, comprehensive, cost-effective systems of health care coverage, with simplified administration.]]",States’ Right To Innovate in Health Care Act of 2009
42,resolution,house_resolution,H.Res.,106,referred,2000-04-13,"This resolution was introduced on April 13, 2000, in a previous session of Congress, but was not enacted.",Referred to Committee,H.Res. 479,,17160,2000-04-13,False,False,https://www.govtrack.us/congress/bills/106/hres479,False,"[[datetime.datetime(2000, 4, 13, 0, 0), 2, Referred to the Committee on International Relations, and in addition to the Committees on Banking and Financial Services, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""2000-04-13"" state=""REFERRED"">
      <text>Referred to the Committee on International Relations, and in addition to the Committees on Banking and Financial Services, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",resolution,479,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hres479:,H.Res. 479 (106th): Global Sustainable Development Resolution,Global Sustainable Development Resolution,"[[short, introduced, Global Sustainable Development Resolution], [official, introduced, Expressing the sense of the House of Representatives regarding global sustainable development, and for other purposes.]]",Global Sustainable Development Resolution
43,bill,house_bill,H.R.,106,referred,2000-02-09,"This bill was introduced on February 9, 2000, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 3608,,17925,2000-02-09,False,False,https://www.govtrack.us/congress/bills/106/hr3608,False,"[[datetime.datetime(2000, 2, 9, 0, 0), 2, Referred to the House Committee on Commerce., <action datetime=""2000-02-09"" state=""REFERRED"">
      <text>Referred to the House Committee on Commerce.</text>
    </action>
    ]]",bill,3608,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr3608:,H.R. 3608 (106th): Home Heating Oil Price Stability Act,Home Heating Oil Price Stability Act,"[[short, introduced, Home Heating Oil Price Stability Act], [official, introduced, To provide the Secretary of Energy with authority to create a Fuel Oil Product Reserve to be available for use when fuel oil prices in the United States rise sharply because of anticompetitive activity, during a fuel oil shortage, or during periods of extreme winter weather.]]",Home Heating Oil Price Stability Act
44,bill,house_bill,H.R.,106,referred,2000-09-19,"This bill was introduced on September 19, 2000, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 5215,,17983,2000-09-19,False,False,https://www.govtrack.us/congress/bills/106/hr5215,False,"[[datetime.datetime(2000, 9, 19, 0, 0), 2, Referred to the House Committee on Ways and Means., <action datetime=""2000-09-19"" state=""REFERRED"">
      <text>Referred to the House Committee on Ways and Means.</text>
    </action>
  ]]",bill,5215,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr5215:,H.R. 5215 (106th): To amend the Internal Revenue Code of 1986 to exclude national service educational awards from the recipient’s gross income.,To amend the Internal Revenue Code of 1986 to exclude national service educational awards from the recipient’s gross income.,"[[official, introduced, To amend the Internal Revenue Code of 1986 to exclude national service educational awards from the recipient's gross income.]]",To amend the Internal Revenue Code of 1986 to exclude national service educational awards from the recipient’s gross income.
