,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
39,bill,house_bill,H.R.,104,referred,1996-01-26,"This bill was introduced on January 26, 1996, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2903,,96023,1996-01-26,False,False,https://www.govtrack.us/congress/bills/104/hr2903,False,"[[datetime.datetime(1996, 1, 26, 0, 0), 2, Referred to the Committee on the Budget, and in addition to the Committees on Ways and Means, Commerce, Banking and Financial Services, the Judiciary, Agriculture, Economic and Educational Opportunities, Government Reform and Oversight, House Oversight, National Security, Veterans' Affairs, Resources, International Relations, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1996-01-26"" state=""REFERRED"">
      <text>Referred to the Committee on the Budget, and in addition to the Committees on Ways and Means, Commerce, Banking and Financial Services, the Judiciary, Agriculture, Economic and Educational Opportunities, Government Reform and Oversight, House Oversight, National Security, Veterans' Affairs, Resources, International Relations, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,2903,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hr2903:,H.R. 2903 (104th): Balanced Budget Act of 1995 for Economic Growth and Fairness,Balanced Budget Act of 1995 for Economic Growth and Fairness,"[[short, introduced, Balanced Budget Act of 1995 for Economic Growth and Fairness], [short-partial, introduced, Alaska Power Administration Asset Sale and Termination Act], [short-partial, introduced, Federal Health Care Payment Integrity Act of 1995], [short-partial, introduced, Food Stamp Act Amendments of 1995], [short-partial, introduced, Helium Act of 1995], [short-partial, introduced, Middle-Class Bill of Rights Tax Relief Act of 1996], [short-partial, introduced, Naval Petroleum Reserves Privatization Act], [short-partial, introduced, Outer Continental Shelf Deep Water Royalty Relief Act], [short-partial, introduced, Veterans Reconciliation Act of 1995], [official, introduced, To provide for deficit reduction and achieve a balanced budget by fiscal year 2002.]]",Balanced Budget Act of 1995 for Economic Growth and Fairness
40,bill,house_bill,H.R.,104,referred,1996-07-18,"This bill was introduced on July 18, 1996, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 3854,,96057,1996-07-18,False,False,https://www.govtrack.us/congress/bills/104/hr3854,False,"[[datetime.datetime(1996, 7, 18, 0, 0), 2, Referred to the House Committee on Veterans' Affairs., <action datetime=""1996-07-18"" state=""REFERRED"">
      <text>Referred to the House Committee on Veterans' Affairs.</text>
    </action>
    ]]",bill,3854,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hr3854:,"H.R. 3854 (104th): To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who losts their lives during the Civil War, one while serving in the Union Army of the United States and the other while serv","To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who losts their lives during the Civil War, one while serving in the Union Army of the United States and the other while serving in the Army of the Confederate States of America, and for other purposes.","[[official, introduced, To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who losts their lives during the Civil War, one while serving in the Union Army of the United States and the other while serving in the Army of the Confederate States of America, and for other purposes.]]","To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who losts their lives during the Civil War, one while serving in the Union Army of the United States and the other while serv"
41,bill,house_bill,H.R.,101,referred,1989-05-31,"This bill was introduced on May 31, 1989, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2519,,88380,1989-05-31,False,False,https://www.govtrack.us/congress/bills/101/hr2519,False,"[[datetime.datetime(1989, 5, 31, 0, 0), 2, Referred to the House Committee on Foreign Affairs., <action datetime=""1989-05-31"" state=""REFERRED"">
      <text>Referred to the House Committee on Foreign Affairs.</text>
    </action>
    ]]",bill,2519,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[101],False,Representative for Ohio's 12th congressional district,12,1991-01-03,,4915,,Republican,400590,,representative,Representative,,,1989-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d101:hr2519:,H.R. 2519 (101st): African Elephant Preservation Act of 1989,African Elephant Preservation Act of 1989,"[[short, introduced, African Elephant Preservation Act of 1989], [official, introduced, To ban the importation of all ivory products into the United States, to revoke most-favored-nation treatment of the products of elephant-producing countries that do not have, or enforce, appropriate protection for the animals, and for other purposes.]]",African Elephant Preservation Act of 1989
42,bill,house_bill,H.R.,101,referred,1989-05-04,"This bill was introduced on May 4, 1989, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2239,,88937,1989-05-04,False,False,https://www.govtrack.us/congress/bills/101/hr2239,False,"[[datetime.datetime(1989, 5, 4, 0, 0), 2, Referred to the House Committee on Armed Services., <action datetime=""1989-05-04"" state=""REFERRED"">
      <text>Referred to the House Committee on Armed Services.</text>
    </action>
  ]]",bill,2239,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[101],False,Representative for Ohio's 12th congressional district,12,1991-01-03,,4915,,Republican,400590,,representative,Representative,,,1989-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d101:hr2239:,"H.R. 2239 (101st): To amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control.","To amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control.","[[official, introduced, To amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control.]]","To amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control."
43,bill,house_bill,H.R.,105,referred,1998-07-16,"This bill was introduced on July 16, 1998, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 4255,,112730,1998-07-16,False,False,https://www.govtrack.us/congress/bills/105/hr4255,False,"[[datetime.datetime(1998, 7, 16, 0, 0), 2, Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1998-07-16"" state=""REFERRED"">
      <text>Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,4255,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr4255:,H.R. 4255 (105th): REAL Life Community Renewal Act of 1998,REAL Life Community Renewal Act of 1998,"[[short, introduced, REAL Life Community Renewal Act of 1998], [official, introduced, To assist States in providing individuals a credit against State income taxes or a comparable benefit for contributions to charitable organizations working to prevent or reduce poverty and to protect and encourage donations to charitable organizations.]]",REAL Life Community Renewal Act of 1998
44,resolution,house_resolution,H.Res.,105,referred,1997-02-26,"This resolution was introduced on February 26, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.Res. 80,,111194,1997-02-26,False,False,https://www.govtrack.us/congress/bills/105/hres80,False,"[[datetime.datetime(1997, 2, 26, 0, 0), 2, Referred to the House Committee on House Oversight., <action datetime=""1997-02-26"" state=""REFERRED"">
      <text>Referred to the House Committee on House Oversight.</text>
    </action>
  ]]",resolution,80,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hres80:,H.Res. 80 (105th): Providing amounts for the expenses of the Committee on the Budget in the One Hundred Fifth Congress.,Providing amounts for the expenses of the Committee on the Budget in the One Hundred Fifth Congress.,"[[official, introduced, Providing amounts for the expenses of the Committee on the Budget in the One Hundred Fifth Congress.]]",Providing amounts for the expenses of the Committee on the Budget in the One Hundred Fifth Congress.
45,resolution,house_concurrent_resolution,H.Con.Res.,105,referred,1997-05-22,"This resolution was introduced on May 22, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.Con.Res. 86,,111454,1997-05-22,False,False,https://www.govtrack.us/congress/bills/105/hconres86,False,"[[datetime.datetime(1997, 5, 22, 0, 0), 2, Referred to the House Committee on the Budget., <action datetime=""1997-05-22"" state=""REFERRED"">
      <text>Referred to the House Committee on the Budget.</text>
    </action>
  ]]",resolution,86,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hconres86:,"H.Con.Res. 86 (105th): Setting forth the congressional budget for the United States Government for fiscal years 1998, 1999, 2000, 2001, and 2002.","Setting forth the congressional budget for the United States Government for fiscal years 1998, 1999, 2000, 2001, and 2002.","[[official, introduced, Setting forth the congressional budget for the United States Government for fiscal years 1998, 1999, 2000, 2001, and 2002.]]","Setting forth the congressional budget for the United States Government for fiscal years 1998, 1999, 2000, 2001, and 2002."
46,bill,house_bill,H.R.,105,referred,1997-03-20,"This bill was introduced on March 20, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1171,,111707,1997-03-20,False,False,https://www.govtrack.us/congress/bills/105/hr1171,False,"[[datetime.datetime(1997, 3, 20, 0, 0), 2, Referred to the Committee on Agriculture, and in addition to the Committees on Resources, Commerce, Science, International Relations, Transportation and Infrastructure, Ways and Means, and Banking and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1997-03-20"" state=""REFERRED"">
      <text>Referred to the Committee on Agriculture, and in addition to the Committees on Resources, Commerce, Science, International Relations, Transportation and Infrastructure, Ways and Means, and Banking and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,1171,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr1171:,H.R. 1171 (105th): Omnibus Corporate Welfare Reduction Act of 1997,Omnibus Corporate Welfare Reduction Act of 1997,"[[short, introduced, Omnibus Corporate Welfare Reduction Act of 1997], [official, introduced, To provide for the elimination of 12 Federal subsidy programs and projects.]]",Omnibus Corporate Welfare Reduction Act of 1997
47,bill,house_bill,H.R.,101,pass_back_senate,1990-10-28,"This bill was introduced in a previous session of Congress and though it was passed by both chambers on October 28, 1990 it was passed in non-identical forms and the differences were never resolved.",Passed Senate with Changes,H.R. 4983,,93160,1990-06-06,False,False,https://www.govtrack.us/congress/bills/101/hr4983,False,"[[datetime.datetime(1990, 6, 6, 0, 0), 2, Referred to the House Committee on Post Office and Civil Service., <action datetime=""1990-06-06"" state=""REFERRED"">
      <text>Referred to the House Committee on Post Office and Civil Service.</text>
    </action>
    ], [datetime.datetime(1990, 6, 21, 0, 0), 3, Ordered to be Reported (Amended)., <calendar datetime=""1990-06-21"" state=""REPORTED"">
      <text>Ordered to be Reported (Amended).</text>
    </calendar>
    ], [datetime.datetime(1990, 7, 30, 20, 44), 4, On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote., <vote how=""by voice vote"" type=""vote"" datetime=""1990-07-30T20:44:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.</text>
    </vote>
    ], [datetime.datetime(1990, 10, 28, 0, 0), 11, Passed Senate with an amendment by Voice Vote., <vote how=""by Voice Vote"" type=""vote2"" datetime=""1990-10-28"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Passed Senate with an amendment by Voice Vote.</text>
    </vote>
    ]]",bill,4983,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[101],False,Representative for Ohio's 12th congressional district,12,1991-01-03,,4915,,Republican,400590,,representative,Representative,,,1989-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d101:hr4983:,"H.R. 4983 (101st): To amend title 5, United States Code, with respect to certain programs under which awards may be made to Federal employees for superior accomplishments or cost savings disclosures, and for other purposes.","To amend title 5, United States Code, with respect to certain programs under which awards may be made to Federal employees for superior accomplishments or cost savings disclosures, and for other purposes.","[[official, introduced, To amend title 5, United States Code, with respect to certain programs under which awards may be made to Federal employees for superior accomplishments or cost savings disclosures, and for other purposes.]]","To amend title 5, United States Code, with respect to certain programs under which awards may be made to Federal employees for superior accomplishments or cost savings disclosures, and for other purposes."
48,bill,house_bill,H.R.,102,referred,1991-01-03,"This bill was introduced on January 3, 1991, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 348,,65082,1991-01-03,False,False,https://www.govtrack.us/congress/bills/102/hr348,False,"[[datetime.datetime(1991, 1, 3, 0, 0), 2, Referred to the House Committee on Armed Services., <action datetime=""1991-01-03"" state=""REFERRED"">
      <text>Referred to the House Committee on Armed Services.</text>
    </action>
    ]]",bill,348,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[102],False,Representative for Ohio's 12th congressional district,12,1993-01-03,,4916,,Republican,400590,,representative,Representative,,,1991-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d102:hr348:,"H.R. 348 (102nd): To amend title 10, United States Code, to require that, in the case of defense acquisition programs that are designated as special access program, certain total program cost and program schedule information must be disclosed to Congress ","To amend title 10, United States Code, to require that, in the case of defense acquisition programs that are designated as special access program, certain total program cost and program schedule information must be disclosed to Congress after those programs have passed a level of outlays of $50,000,000 or more.","[[official, introduced, To amend title 10, United States Code, to require that, in the case of defense acquisition programs that are designated as special access program, certain total program cost and program schedule information must be disclosed to Congress after those programs have passed a level of outlays of $50,000,000 or more.]]","To amend title 10, United States Code, to require that, in the case of defense acquisition programs that are designated as special access program, certain total program cost and program schedule information must be disclosed to Congress "
49,bill,house_bill,H.R.,106,referred,2000-12-14,"This bill was introduced on December 14, 2000, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 5659,,23637,2000-12-14,False,False,https://www.govtrack.us/congress/bills/106/hr5659,False,"[[datetime.datetime(2000, 12, 14, 0, 0), 2, Referred to the House Committee on Ways and Means., <action datetime=""2000-12-14"" state=""REFERRED"">
      <text>Referred to the House Committee on Ways and Means.</text>
    </action>
  ]]",bill,5659,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[106],False,Representative for Ohio's 12th congressional district,12,2001-01-03,,4920,,Republican,400590,,representative,Representative,,,1999-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr5659:,H.R. 5659 (106th): Personal Social Security Account Act of 2000,Personal Social Security Account Act of 2000,"[[short, introduced, Personal Social Security Account Act of 2000], [official, introduced, To amend title II of the Social Security Act provide for personal Social Security accounts and to maintain the solvency of the old-age, surviors, and disability insurance program.]]",Personal Social Security Account Act of 2000
50,bill,house_bill,H.R.,106,referred,1999-05-13,"This bill was introduced on May 13, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1803,,21192,1999-05-13,False,False,https://www.govtrack.us/congress/bills/106/hr1803,False,"[[datetime.datetime(1999, 5, 13, 0, 0), 2, Referred to the Committee on the Budget, and in addition to the Committees on Rules, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1999-05-13"" state=""REFERRED"">
      <text>Referred to the Committee on the Budget, and in addition to the Committees on Rules, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,1803,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[106],False,Representative for Ohio's 12th congressional district,12,2001-01-03,,4920,,Republican,400590,,representative,Representative,,,1999-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr1803:,H.R. 1803 (106th): Social Security Surplus Preservation and Debt Reduction Act,Social Security Surplus Preservation and Debt Reduction Act,"[[short, introduced, Social Security Surplus Preservation and Debt Reduction Act], [official, introduced, To preserve and protect the surpluses of the Social Security trust funds by reaffirming the exclusion of receipts and disbursement from the budget, by setting a limit on the debt held by the public, and by amending the Congressional Budget Act of 1974 to provide a process to reduce the limit on the debt held by the public.]]",Social Security Surplus Preservation and Debt Reduction Act
51,bill,house_bill,H.R.,106,referred,2000-12-15,"This bill was introduced on December 15, 2000, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 5670,,22189,2000-12-15,False,False,https://www.govtrack.us/congress/bills/106/hr5670,False,"[[datetime.datetime(2000, 12, 15, 0, 0), 2, Referred to the House Committee on the Budget., <action datetime=""2000-12-15"" state=""REFERRED"">
      <text>Referred to the House Committee on the Budget.</text>
    </action>
  ]]",bill,5670,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[106],False,Representative for Ohio's 12th congressional district,12,2001-01-03,,4920,,Republican,400590,,representative,Representative,,,1999-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr5670:,H.R. 5670 (106th): To ensure that the receipts and disbursements of the Social Security trust funds are not included in a unified Federal budget.,To ensure that the receipts and disbursements of the Social Security trust funds are not included in a unified Federal budget.,"[[official, introduced, To ensure that the receipts and disbursements of the Social Security trust funds are not included in a unified Federal budget.]]",To ensure that the receipts and disbursements of the Social Security trust funds are not included in a unified Federal budget.
52,resolution,house_concurrent_resolution,H.Con.Res.,106,passed_concurrentres,2000-04-13,"This concurrent resolution was agreed to by both chambers of Congress on April 13, 2000. That is the end of the legislative process for concurrent resolutions. They do not have the force of law.",Agreed To (Concurrent Resolution),H.Con.Res. 290,,22781,2000-03-20,False,False,https://www.govtrack.us/congress/bills/106/hconres290,False,"[[datetime.datetime(2000, 3, 20, 22, 42), 3, Placed on the Union Calendar, Calendar No. 294., <calendar datetime=""2000-03-20T22:42:00-05:00"" state=""REPORTED"" calendar=""Union"" number=""294"">
      <text>Placed on the Union Calendar, Calendar No. 294.</text>
    </calendar>
    ], [datetime.datetime(2000, 3, 24, 0, 18), 4, On agreeing to the resolution Agreed to by the Yeas and Nays: 211 - 207 (Roll no. 75)., <vote how=""roll"" type=""vote"" roll=""75"" datetime=""2000-03-24T00:18:00-05:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On agreeing to the resolution Agreed to by the Yeas and Nays: 211 - 207 (Roll no. 75).</text>
    </vote>
    ], [datetime.datetime(2000, 4, 7, 0, 0), 11, Resolution agreed to in Senate in lieu of S. Con. Res. 101 with an amendment by Yea-Nay Vote. 51 - 45. Record Vote Number: 79., <vote how=""roll"" type=""vote2"" roll=""79"" datetime=""2000-04-07"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Resolution agreed to in Senate in lieu of S. Con. Res. 101 with an amendment by Yea-Nay Vote. 51 - 45. Record Vote Number: 79.</text>
      <reference ref=""CR 4/10/2000 S2469-2481"" label=""text""/>
    </vote>
    ], [datetime.datetime(2000, 4, 13, 13, 21), 30, On agreeing to the conference report Agreed to by the Yeas and Nays: 220 - 208 (Roll no. 125)., <vote how=""roll"" type=""conference"" roll=""125"" datetime=""2000-04-13T13:21:00-04:00"" where=""h"" result=""pass"" state=""CONFERENCE:PASSED:HOUSE"">
      <text>On agreeing to the conference report Agreed to by the Yeas and Nays: 220 - 208 (Roll no. 125).</text>
      <reference ref=""CR H2249-2258"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(2000, 4, 13, 0, 0), 8, Senate agreed to conference report by Yea-Nay Vote. 50 - 48. Record Vote Number: 85., <vote how=""roll"" type=""conference"" roll=""85"" datetime=""2000-04-13"" where=""s"" result=""pass"" state=""PASSED:CONCURRENTRES"">
      <text>Senate agreed to conference report by Yea-Nay Vote. 50 - 48. Record Vote Number: 85.</text>
    </vote>
    ]]",resolution,290,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[106],False,Representative for Ohio's 12th congressional district,12,2001-01-03,,4920,,Republican,400590,,representative,Representative,,,1999-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hconres290:,H.Con.Res. 290 (106th): Budget resolution FY2001,Budget resolution FY2001,"[[popular, None, Budget resolution FY2001], [official, introduced, Establishing the congressional budget for the United States Government for fiscal year 2001, revising the congressional budget for the United States Government for fiscal year 2000, and setting forth appropriate budgetary levels for each of fiscal years 2002 through 2005.]]",Budget resolution FY2001
53,bill,house_bill,H.R.,102,referred,1992-05-12,"This bill was introduced on May 12, 1992, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 5142,,58395,1992-05-12,False,False,https://www.govtrack.us/congress/bills/102/hr5142,False,"[[datetime.datetime(1992, 5, 12, 0, 0), 2, Referred to the House Committee on Energy and Commerce., <action datetime=""1992-05-12"" state=""REFERRED"">
      <text>Referred to the House Committee on Energy and Commerce.</text>
    </action>
    ]]",bill,5142,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[102],False,Representative for Ohio's 12th congressional district,12,1993-01-03,,4916,,Republican,400590,,representative,Representative,,,1991-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d102:hr5142:,H.R. 5142 (102nd): Physician Self-Referral Amendments of 1992,Physician Self-Referral Amendments of 1992,"[[short, introduced, Physician Self-Referral Amendments of 1992], [official, introduced, To amend the Social Security Act to extend the ban on physician self-referrals to all payors and to radiology and diagnostic imaging services, radiation therapy services, physical therapy services, and durable medical equipment.]]",Physician Self-Referral Amendments of 1992
