,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
29,resolution,senate_concurrent_resolution,S.Con.Res.,110,pass_over_senate,2007-07-31,"This resolution was introduced in a previous session of Congress and was passed by the Senate on July 31, 2007 but was never passed by the House.",Passed Senate,S.Con.Res. 26,,134620,2007-04-12,False,False,https://www.govtrack.us/congress/bills/110/sconres26,False,"[[datetime.datetime(2007, 4, 12, 0, 0), 2, Referred to the Committee on Armed Services., <action datetime=""2007-04-12"" state=""REFERRED"">
      <text>Referred to the Committee on Armed Services.</text>
      <reference ref="" CR S4452"" label=""text of measure as introduced""/>
    </action>
    ], [datetime.datetime(2007, 7, 31, 0, 0), 5, Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2007-07-31"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.</text>
      <reference ref=""CR S10529"" label=""text as passed Senate""/>
    </vote>
    ]]",resolution,26,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:sconres26:,S.Con.Res. 26 (110th): A concurrent resolution recognizing the 75th anniversary of the Military Order of the Purple Heart and commending recipients of the Purple Heart for their courageous demonstrations of gallantry and heroism on behalf of the United St,A concurrent resolution recognizing the 75th anniversary of the Military Order of the Purple Heart and commending recipients of the Purple Heart for their courageous demonstrations of gallantry and heroism on behalf of the United States.,"[[official, introduced, A concurrent resolution recognizing the 75th anniversary of the Military Order of the Purple Heart and commending recipients of the Purple Heart for their courageous demonstrations of gallantry and heroism on behalf of the United States.]]",A concurrent resolution recognizing the 75th anniversary of the Military Order of the Purple Heart and commending recipients of the Purple Heart for their courageous demonstrations of gallantry and heroism on behalf of the United St
30,bill,senate_bill,S.,110,referred,2008-04-15,"This bill was introduced on April 15, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2862,,134669,2008-04-15,False,False,https://www.govtrack.us/congress/bills/110/s2862,False,"[[datetime.datetime(2008, 4, 15, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2008-04-15"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,2862,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s2862:,S. 2862 (110th): A bill to provide for National Science Foundation and National Aeronautics and Space Administration utilization of the Arecibo Observatory.,A bill to provide for National Science Foundation and National Aeronautics and Space Administration utilization of the Arecibo Observatory.,"[[official, introduced, A bill to provide for National Science Foundation and National Aeronautics and Space Administration utilization of the Arecibo Observatory.]]",A bill to provide for National Science Foundation and National Aeronautics and Space Administration utilization of the Arecibo Observatory.
31,bill,senate_bill,S.,110,referred,2008-09-23,"This bill was introduced on September 23, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3541,,134691,2008-09-23,False,False,https://www.govtrack.us/congress/bills/110/s3541,False,"[[datetime.datetime(2008, 9, 23, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2008-09-23"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,3541,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3541:,"S. 3541 (110th): Iraqi Refugee and Internally Displaced Persons Humanitarian Assistance, Resettlement, and Security Act of 2008","Iraqi Refugee and Internally Displaced Persons Humanitarian Assistance, Resettlement, and Security Act of 2008","[[short, introduced, Iraqi Refugee and Internally Displaced Persons Humanitarian Assistance, Resettlement, and Security Act of 2008], [official, introduced, A bill to address the impending humanitarian crisis and potential security breakdown as a result of the mass influx of Iraqi refugees into neighboring countries, and the growing internally displaced population in Iraq, by increasing directed accountable assistance to these populations and their host countries, facilitating the resettlement of Iraqis at risk, and for other purposes.]]","Iraqi Refugee and Internally Displaced Persons Humanitarian Assistance, Resettlement, and Security Act of 2008"
32,bill,senate_bill,S.,110,referred,2008-09-25,"This bill was introduced on September 25, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3586,,134744,2008-09-25,False,False,https://www.govtrack.us/congress/bills/110/s3586,False,"[[datetime.datetime(2008, 9, 25, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2008-09-25"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,3586,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3586:,"S. 3586 (110th): Green Hospitals, Healthy Hospitals Act of 2008","Green Hospitals, Healthy Hospitals Act of 2008","[[short, introduced, Green Hospitals, Healthy Hospitals Act of 2008], [official, introduced, A bill to provide loans to hospitals and nonprofit health care institutions to implement green building technologies, waste management techniques, and other environmentally sustainable practices to improve employee performance, reduce healthcare costs, and improve patient outcomes.]]","Green Hospitals, Healthy Hospitals Act of 2008"
33,bill,senate_bill,S.,110,referred,2007-03-29,"This bill was introduced on March 29, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1059,,134780,2007-03-29,False,False,https://www.govtrack.us/congress/bills/110/s1059,False,"[[datetime.datetime(2007, 3, 29, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2007-03-29"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
    </action>
  ]]",bill,1059,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1059:,S. 1059 (110th): Zero-Emissions Building Act of 2007,Zero-Emissions Building Act of 2007,"[[short, introduced, Zero-Emissions Building Act of 2007], [official, introduced, A bill to amend the Energy Conservation and Production Act to improve Federal building energy efficiency standards, and for other purposes.]]",Zero-Emissions Building Act of 2007
34,bill,senate_bill,S.,110,referred,2008-10-01,"This bill was introduced on October 1, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3674,,134792,2008-10-01,False,False,https://www.govtrack.us/congress/bills/110/s3674,False,"[[datetime.datetime(2008, 10, 1, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2008-10-01"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,3674,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3674:,S. 3674 (110th): 21st Century Wellness Trust Act,21st Century Wellness Trust Act,"[[short, introduced, 21st Century Wellness Trust Act], [official, introduced, A bill to amend the Public Health Service Act to establish a Wellness Trust.]]",21st Century Wellness Trust Act
35,bill,senate_bill,S.,110,referred,2007-03-05,"This bill was introduced on March 5, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 757,,135013,2007-03-05,False,False,https://www.govtrack.us/congress/bills/110/s757,False,"[[datetime.datetime(2007, 3, 5, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2007-03-05"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
    ]]",bill,757,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s757:,S. 757 (110th): National Mathematics and Science Consistency Act,National Mathematics and Science Consistency Act,"[[short, introduced, National Mathematics and Science Consistency Act], [official, introduced, A bill to create a national set of effective voluntary national expectations for mathematics and science education in kindergarten through grade 12, and for other purposes.]]",National Mathematics and Science Consistency Act
36,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2572,,79178,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2572,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
      <reference ref=""CR 6/25/2004 S7438-7440"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,2572,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2572:,S. 2572 (108th): Positive Aging Act of 2004,Positive Aging Act of 2004,"[[short, introduced, Positive Aging Act of 2004], [official, introduced, A bill to amend the Older Americans Act of 1965 to provide for mental health screening and treatment services, to amend the Public Health Service Act to provide for integration of mental health services and mental health treatment outreach teams, and for other purposes.]]",Positive Aging Act of 2004
37,bill,senate_bill,S.,108,referred,2003-07-25,"This bill was introduced on July 25, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1463,,79498,2003-07-25,False,False,https://www.govtrack.us/congress/bills/108/s1463,False,"[[datetime.datetime(2003, 7, 25, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2003-07-25"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
  ]]",bill,1463,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1463:,S. 1463 (108th): New York Fair Fishing Act of 2003,New York Fair Fishing Act of 2003,"[[short, introduced, New York Fair Fishing Act of 2003], [official, introduced, A bill to amend the Magnuson-Stevens Fishery Conservation and Management Act to add New York to the New England Fishery Management Council.]]",New York Fair Fishing Act of 2003
38,bill,senate_bill,S.,108,referred,2003-01-07,"This bill was introduced on January 7, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 87,,79616,2003-01-07,False,False,https://www.govtrack.us/congress/bills/108/s87,False,"[[datetime.datetime(2003, 1, 7, 0, 0), 2, Read twice and referred to the Committee on Governmental Affairs., <action datetime=""2003-01-07"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Governmental Affairs.</text>
    </action>
  ]]",bill,87,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s87:,S. 87 (108th): Homeland Security Block Grant Act of 2003,Homeland Security Block Grant Act of 2003,"[[short, introduced, Homeland Security Block Grant Act of 2003], [official, introduced, A bill to provide for homeland security block grants.]]",Homeland Security Block Grant Act of 2003
39,resolution,senate_resolution,S.Res.,108,referred,2004-04-28,"This resolution was introduced on April 28, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Res. 345,,79789,2004-04-28,False,False,https://www.govtrack.us/congress/bills/108/sres345,False,"[[datetime.datetime(2004, 4, 28, 0, 0), 2, Referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2004-04-28"" state=""REFERRED"">
      <text>Referred to the Committee on Health, Education, Labor, and Pensions.</text>
      <reference ref=""CR S4504"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,345,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sres345:,S.Res. 345 (108th): A resolution expressing the Sense of the Senate that Congress should expand the supports and services available to grandparents and other relatives who are raising children when their biological parents have died or can no longer take ,A resolution expressing the Sense of the Senate that Congress should expand the supports and services available to grandparents and other relatives who are raising children when their biological parents have died or can no longer take care of them.,"[[official, introduced, A resolution expressing the Sense of the Senate that Congress should expand the supports and services available to grandparents and other relatives who are raising children when their biological parents have died or can no longer take care of them.]]",A resolution expressing the Sense of the Senate that Congress should expand the supports and services available to grandparents and other relatives who are raising children when their biological parents have died or can no longer take 
40,resolution,senate_resolution,S.Res.,108,passed_simpleres,2004-06-14,"This simple resolution was agreed to on June 14, 2004. That is the end of the legislative process for a simple resolution.",Agreed To (Simple Resolution),S.Res. 377,,79795,2004-06-14,False,False,https://www.govtrack.us/congress/bills/108/sres377,False,"[[datetime.datetime(2004, 6, 14, 0, 0), 6, Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2004-06-14"" where=""s"" result=""pass"" state=""PASSED:SIMPLERES"">
      <text>Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent.</text>
      <reference ref=""CR S6742-6743"" label=""consideration""/>
      <reference ref=""CR S6743"" label=""text as passed Senate""/>
      <reference ref=""CR S6740"" label=""text of measure as introduced""/>
    </vote>
  ]]",resolution,377,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sres377:,S.Res. 377 (108th): A resolution congratulating the Le Moyne College Dolphins men’s lacrosse team on winning the 2004 NCAA Division II men’s lacrosse National Championship.,A resolution congratulating the Le Moyne College Dolphins men’s lacrosse team on winning the 2004 NCAA Division II men’s lacrosse National Championship.,"[[official, introduced, A resolution congratulating the Le Moyne College Dolphins men's lacrosse team on winning the 2004 NCAA Division II men's lacrosse National Championship.]]",A resolution congratulating the Le Moyne College Dolphins men’s lacrosse team on winning the 2004 NCAA Division II men’s lacrosse National Championship.
41,bill,senate_bill,S.,108,referred,2003-06-10,"This bill was introduced on June 10, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1228,,79812,2003-06-10,False,False,https://www.govtrack.us/congress/bills/108/s1228,False,"[[datetime.datetime(2003, 6, 10, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2003-06-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
      <reference ref=""CR S7635-7636"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,1228,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1228:,S. 1228 (108th): Home Lead Safety Tax Credit Act of 2003,Home Lead Safety Tax Credit Act of 2003,"[[short, introduced, Home Lead Safety Tax Credit Act of 2003], [official, introduced, A bill to amend the Internal Revenue Code of 1986 to provide a tax credit for property owners who remove lead-based paint hazards.]]",Home Lead Safety Tax Credit Act of 2003
42,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2591,,79863,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2591,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,2591,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2591:,S. 2591 (108th): Entrepreneurial Incubators Development Act of 2004,Entrepreneurial Incubators Development Act of 2004,"[[short, introduced, Entrepreneurial Incubators Development Act of 2004], [official, introduced, A bill to provide for business incubator activities, and for other purposes.]]",Entrepreneurial Incubators Development Act of 2004
43,bill,senate_bill,S.,108,referred,2003-04-01,"This bill was introduced on April 1, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 749,,83554,2003-04-01,False,False,https://www.govtrack.us/congress/bills/108/s749,False,"[[datetime.datetime(2003, 4, 1, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2003-04-01"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
    </action>
  ]]",bill,749,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s749:,S. 749 (108th): Votes for Women History Trail Act of 2003,Votes for Women History Trail Act of 2003,"[[short, introduced, Votes for Women History Trail Act of 2003], [official, introduced, A bill to authorize the Secretary of the Interior to establish the Votes for Women History Trail in the State of New York.]]",Votes for Women History Trail Act of 2003
44,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2573,,83581,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2573,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
    </action>
  ]]",bill,2573,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2573:,S. 2573 (108th): Gold Star Parents Annuity Act,Gold Star Parents Annuity Act,"[[short, introduced, Gold Star Parents Annuity Act], [official, introduced, A bill to amend title 38, United States Code, to provide for the payment of a monthly stipend to the surviving parents (known as ""Gold Star parents"") of members of the Armed Forces who die during a period of war.]]",Gold Star Parents Annuity Act
45,bill,senate_bill,S.,108,referred,2004-09-22,"This bill was introduced on September 22, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2827,,83854,2004-09-22,False,False,https://www.govtrack.us/congress/bills/108/s2827,False,"[[datetime.datetime(2004, 9, 22, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2004-09-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2827,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2827:,S. 2827 (108th): Patients’ Privacy Protection Act of 2004,Patients’ Privacy Protection Act of 2004,"[[short, introduced, Patients' Privacy Protection Act of 2004], [official, introduced, A bill to amend the Federal Rules of Evidence to create an explicit privilege to preserve medical privacy.]]",Patients’ Privacy Protection Act of 2004
46,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2586,,83883,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2586,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,2586,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2586:,S. 2586 (108th): Regional Skills Alliances Act of 2004,Regional Skills Alliances Act of 2004,"[[short, introduced, Regional Skills Alliances Act of 2004], [official, introduced, A bill to establish regional skills alliances, and for other purposes.]]",Regional Skills Alliances Act of 2004
